Date,Month,Day,County,State,Confirmed Cases,Deaths
3/13/2020,3,13,Pearl River,Mississippi,1,0
3/14/2020,3,14,Pearl River,Mississippi,1,0
3/15/2020,3,15,Pearl River,Mississippi,2,0
3/16/2020,3,16,Pearl River,Mississippi,2,0
3/17/2020,3,17,Pearl River,Mississippi,2,0
3/18/2020,3,18,Pearl River,Mississippi,4,0
3/19/2020,3,19,Pearl River,Mississippi,7,0
3/20/2020,3,20,Pearl River,Mississippi,7,0
3/21/2020,3,21,Pearl River,Mississippi,9,0
3/22/2020,3,22,Pearl River,Mississippi,10,0
3/23/2020,3,23,Pearl River,Mississippi,12,0
3/24/2020,3,24,Pearl River,Mississippi,13,0
3/25/2020,3,25,Pearl River,Mississippi,13,0
3/26/2020,3,26,Pearl River,Mississippi,16,0
3/27/2020,3,27,Pearl River,Mississippi,18,0
3/28/2020,3,28,Pearl River,Mississippi,23,0
3/29/2020,3,29,Pearl River,Mississippi,27,0
3/30/2020,3,30,Pearl River,Mississippi,27,0
3/31/2020,3,31,Pearl River,Mississippi,30,0
4/1/2020,4,1,Pearl River,Mississippi,32,0
4/2/2020,4,2,Pearl River,Mississippi,36,0
4/3/2020,4,3,Pearl River,Mississippi,41,0
4/4/2020,4,4,Pearl River,Mississippi,43,1
4/5/2020,4,5,Pearl River,Mississippi,49,1
4/6/2020,4,6,Pearl River,Mississippi,52,2
4/7/2020,4,7,Pearl River,Mississippi,56,3
4/8/2020,4,8,Pearl River,Mississippi,60,3
4/9/2020,4,9,Pearl River,Mississippi,73,4
4/10/2020,4,10,Pearl River,Mississippi,77,4
4/11/2020,4,11,Pearl River,Mississippi,82,6
4/12/2020,4,12,Pearl River,Mississippi,83,7
4/13/2020,4,13,Pearl River,Mississippi,88,8
4/14/2020,4,14,Pearl River,Mississippi,93,8
4/15/2020,4,15,Pearl River,Mississippi,102,8
4/16/2020,4,16,Pearl River,Mississippi,112,8
4/17/2020,4,17,Pearl River,Mississippi,115,8
4/18/2020,4,18,Pearl River,Mississippi,119,10
4/19/2020,4,19,Pearl River,Mississippi,126,10
4/20/2020,4,20,Pearl River,Mississippi,132,10
4/21/2020,4,21,Pearl River,Mississippi,134,10
4/22/2020,4,22,Pearl River,Mississippi,136,10
4/23/2020,4,23,Pearl River,Mississippi,142,11
4/24/2020,4,24,Pearl River,Mississippi,144,13
4/6/2020,4,6,Pecos,Texas,1,0
4/7/2020,4,7,Pecos,Texas,1,0
4/8/2020,4,8,Pecos,Texas,1,0
4/9/2020,4,9,Pecos,Texas,1,0
4/10/2020,4,10,Pecos,Texas,1,0
4/11/2020,4,11,Pecos,Texas,1,0
4/12/2020,4,12,Pecos,Texas,1,0
4/13/2020,4,13,Pecos,Texas,1,0
4/14/2020,4,14,Pecos,Texas,1,0
4/15/2020,4,15,Pecos,Texas,5,0
4/16/2020,4,16,Pecos,Texas,5,0
4/17/2020,4,17,Pecos,Texas,5,0
4/18/2020,4,18,Pecos,Texas,5,0
4/19/2020,4,19,Pecos,Texas,5,0
4/20/2020,4,20,Pecos,Texas,5,0
4/21/2020,4,21,Pecos,Texas,5,0
4/22/2020,4,22,Pecos,Texas,5,0
4/23/2020,4,23,Pecos,Texas,6,0
4/24/2020,4,24,Pecos,Texas,6,0
3/24/2020,3,24,Pemiscot,Missouri,1,0
3/25/2020,3,25,Pemiscot,Missouri,1,0
3/26/2020,3,26,Pemiscot,Missouri,1,0
3/27/2020,3,27,Pemiscot,Missouri,1,0
3/28/2020,3,28,Pemiscot,Missouri,1,0
3/29/2020,3,29,Pemiscot,Missouri,1,0
3/30/2020,3,30,Pemiscot,Missouri,2,0
3/31/2020,3,31,Pemiscot,Missouri,2,0
4/1/2020,4,1,Pemiscot,Missouri,2,0
4/2/2020,4,2,Pemiscot,Missouri,3,0
4/3/2020,4,3,Pemiscot,Missouri,3,0
4/4/2020,4,4,Pemiscot,Missouri,3,0
4/5/2020,4,5,Pemiscot,Missouri,3,0
4/6/2020,4,6,Pemiscot,Missouri,3,0
4/7/2020,4,7,Pemiscot,Missouri,3,0
4/8/2020,4,8,Pemiscot,Missouri,4,0
4/9/2020,4,9,Pemiscot,Missouri,4,0
4/10/2020,4,10,Pemiscot,Missouri,4,0
4/11/2020,4,11,Pemiscot,Missouri,4,0
4/12/2020,4,12,Pemiscot,Missouri,4,0
4/13/2020,4,13,Pemiscot,Missouri,8,0
4/14/2020,4,14,Pemiscot,Missouri,8,0
4/15/2020,4,15,Pemiscot,Missouri,11,0
4/16/2020,4,16,Pemiscot,Missouri,11,0
4/17/2020,4,17,Pemiscot,Missouri,11,0
4/18/2020,4,18,Pemiscot,Missouri,12,0
4/19/2020,4,19,Pemiscot,Missouri,13,0
4/20/2020,4,20,Pemiscot,Missouri,13,0
4/21/2020,4,21,Pemiscot,Missouri,13,0
4/22/2020,4,22,Pemiscot,Missouri,17,0
4/23/2020,4,23,Pemiscot,Missouri,18,1
4/24/2020,4,24,Pemiscot,Missouri,17,1
4/2/2020,4,2,Pend Oreille,Washington,1,0
4/3/2020,4,3,Pend Oreille,Washington,1,0
4/4/2020,4,4,Pend Oreille,Washington,1,0
4/5/2020,4,5,Pend Oreille,Washington,1,0
4/6/2020,4,6,Pend Oreille,Washington,1,0
4/7/2020,4,7,Pend Oreille,Washington,1,0
4/8/2020,4,8,Pend Oreille,Washington,1,0
4/9/2020,4,9,Pend Oreille,Washington,1,0
4/10/2020,4,10,Pend Oreille,Washington,1,0
4/11/2020,4,11,Pend Oreille,Washington,1,0
4/12/2020,4,12,Pend Oreille,Washington,1,0
4/13/2020,4,13,Pend Oreille,Washington,1,0
4/14/2020,4,14,Pend Oreille,Washington,1,0
4/15/2020,4,15,Pend Oreille,Washington,1,0
4/16/2020,4,16,Pend Oreille,Washington,1,0
4/17/2020,4,17,Pend Oreille,Washington,2,0
4/18/2020,4,18,Pend Oreille,Washington,2,0
4/19/2020,4,19,Pend Oreille,Washington,2,0
4/20/2020,4,20,Pend Oreille,Washington,2,0
4/21/2020,4,21,Pend Oreille,Washington,2,0
4/22/2020,4,22,Pend Oreille,Washington,2,0
4/23/2020,4,23,Pend Oreille,Washington,2,0
4/24/2020,4,24,Pend Oreille,Washington,2,0
4/5/2020,4,5,Pender,North Carolina,1,0
4/6/2020,4,6,Pender,North Carolina,2,0
4/7/2020,4,7,Pender,North Carolina,2,0
4/8/2020,4,8,Pender,North Carolina,2,0
4/9/2020,4,9,Pender,North Carolina,3,0
4/10/2020,4,10,Pender,North Carolina,4,0
4/11/2020,4,11,Pender,North Carolina,5,0
4/12/2020,4,12,Pender,North Carolina,5,0
4/13/2020,4,13,Pender,North Carolina,5,0
4/14/2020,4,14,Pender,North Carolina,5,0
4/15/2020,4,15,Pender,North Carolina,5,0
4/16/2020,4,16,Pender,North Carolina,5,0
4/17/2020,4,17,Pender,North Carolina,5,0
4/18/2020,4,18,Pender,North Carolina,6,0
4/19/2020,4,19,Pender,North Carolina,7,0
4/20/2020,4,20,Pender,North Carolina,8,0
4/21/2020,4,21,Pender,North Carolina,9,0
4/22/2020,4,22,Pender,North Carolina,9,0
4/23/2020,4,23,Pender,North Carolina,10,0
4/24/2020,4,24,Pender,North Carolina,10,0
4/2/2020,4,2,Pendleton,Kentucky,1,0
4/3/2020,4,3,Pendleton,Kentucky,1,0
4/4/2020,4,4,Pendleton,Kentucky,1,0
4/5/2020,4,5,Pendleton,Kentucky,2,0
4/6/2020,4,6,Pendleton,Kentucky,2,0
4/7/2020,4,7,Pendleton,Kentucky,2,0
4/8/2020,4,8,Pendleton,Kentucky,3,0
4/9/2020,4,9,Pendleton,Kentucky,3,0
4/10/2020,4,10,Pendleton,Kentucky,3,0
4/11/2020,4,11,Pendleton,Kentucky,3,0
4/12/2020,4,12,Pendleton,Kentucky,3,0
4/13/2020,4,13,Pendleton,Kentucky,3,0
4/14/2020,4,14,Pendleton,Kentucky,3,0
4/15/2020,4,15,Pendleton,Kentucky,3,0
4/16/2020,4,16,Pendleton,Kentucky,5,0
4/17/2020,4,17,Pendleton,Kentucky,5,0
4/18/2020,4,18,Pendleton,Kentucky,5,0
4/19/2020,4,19,Pendleton,Kentucky,5,0
4/20/2020,4,20,Pendleton,Kentucky,5,0
4/21/2020,4,21,Pendleton,Kentucky,5,0
4/22/2020,4,22,Pendleton,Kentucky,5,0
4/23/2020,4,23,Pendleton,Kentucky,5,0
4/24/2020,4,24,Pendleton,Kentucky,5,0
4/2/2020,4,2,Pendleton,West Virginia,1,0
4/3/2020,4,3,Pendleton,West Virginia,1,0
4/4/2020,4,4,Pendleton,West Virginia,1,0
4/5/2020,4,5,Pendleton,West Virginia,1,0
4/6/2020,4,6,Pendleton,West Virginia,1,0
4/7/2020,4,7,Pendleton,West Virginia,1,0
4/8/2020,4,8,Pendleton,West Virginia,1,0
4/9/2020,4,9,Pendleton,West Virginia,1,0
4/10/2020,4,10,Pendleton,West Virginia,1,0
4/11/2020,4,11,Pendleton,West Virginia,1,0
4/12/2020,4,12,Pendleton,West Virginia,1,0
4/13/2020,4,13,Pendleton,West Virginia,1,0
4/14/2020,4,14,Pendleton,West Virginia,1,0
4/15/2020,4,15,Pendleton,West Virginia,1,0
4/16/2020,4,16,Pendleton,West Virginia,1,0
4/17/2020,4,17,Pendleton,West Virginia,2,0
4/18/2020,4,18,Pendleton,West Virginia,2,0
4/19/2020,4,19,Pendleton,West Virginia,2,0
4/20/2020,4,20,Pendleton,West Virginia,2,0
4/21/2020,4,21,Pendleton,West Virginia,1,0
4/22/2020,4,22,Pendleton,West Virginia,1,0
4/23/2020,4,23,Pendleton,West Virginia,3,0
4/24/2020,4,24,Pendleton,West Virginia,3,0
4/21/2020,4,21,Pennington,Minnesota,1,0
4/22/2020,4,22,Pennington,Minnesota,1,0
4/23/2020,4,23,Pennington,Minnesota,1,0
4/24/2020,4,24,Pennington,Minnesota,1,0
3/23/2020,3,23,Pennington,South Dakota,1,0
3/24/2020,3,24,Pennington,South Dakota,1,0
3/25/2020,3,25,Pennington,South Dakota,1,0
3/26/2020,3,26,Pennington,South Dakota,1,0
3/27/2020,3,27,Pennington,South Dakota,3,0
3/28/2020,3,28,Pennington,South Dakota,3,0
3/29/2020,3,29,Pennington,South Dakota,4,0
3/30/2020,3,30,Pennington,South Dakota,5,0
3/31/2020,3,31,Pennington,South Dakota,5,0
4/1/2020,4,1,Pennington,South Dakota,5,0
4/2/2020,4,2,Pennington,South Dakota,6,0
4/3/2020,4,3,Pennington,South Dakota,6,0
4/4/2020,4,4,Pennington,South Dakota,6,0
4/5/2020,4,5,Pennington,South Dakota,6,0
4/6/2020,4,6,Pennington,South Dakota,6,0
4/7/2020,4,7,Pennington,South Dakota,6,0
4/8/2020,4,8,Pennington,South Dakota,6,0
4/9/2020,4,9,Pennington,South Dakota,7,0
4/10/2020,4,10,Pennington,South Dakota,8,0
4/11/2020,4,11,Pennington,South Dakota,8,0
4/12/2020,4,12,Pennington,South Dakota,8,0
4/13/2020,4,13,Pennington,South Dakota,9,0
4/14/2020,4,14,Pennington,South Dakota,9,0
4/15/2020,4,15,Pennington,South Dakota,9,0
4/16/2020,4,16,Pennington,South Dakota,10,0
4/17/2020,4,17,Pennington,South Dakota,10,0
4/18/2020,4,18,Pennington,South Dakota,10,0
4/19/2020,4,19,Pennington,South Dakota,10,0
4/20/2020,4,20,Pennington,South Dakota,11,0
4/21/2020,4,21,Pennington,South Dakota,11,0
4/22/2020,4,22,Pennington,South Dakota,11,0
4/23/2020,4,23,Pennington,South Dakota,11,0
4/24/2020,4,24,Pennington,South Dakota,11,0
3/18/2020,3,18,Penobscot,Maine,1,0
3/19/2020,3,19,Penobscot,Maine,1,0
3/20/2020,3,20,Penobscot,Maine,2,0
3/21/2020,3,21,Penobscot,Maine,2,0
3/22/2020,3,22,Penobscot,Maine,2,0
3/23/2020,3,23,Penobscot,Maine,3,0
3/24/2020,3,24,Penobscot,Maine,4,0
3/25/2020,3,25,Penobscot,Maine,4,0
3/26/2020,3,26,Penobscot,Maine,5,0
3/27/2020,3,27,Penobscot,Maine,6,0
3/28/2020,3,28,Penobscot,Maine,10,0
3/29/2020,3,29,Penobscot,Maine,11,0
3/30/2020,3,30,Penobscot,Maine,12,0
3/31/2020,3,31,Penobscot,Maine,12,0
4/1/2020,4,1,Penobscot,Maine,13,0
4/2/2020,4,2,Penobscot,Maine,16,0
4/3/2020,4,3,Penobscot,Maine,20,0
4/4/2020,4,4,Penobscot,Maine,22,0
4/5/2020,4,5,Penobscot,Maine,22,0
4/6/2020,4,6,Penobscot,Maine,25,0
4/7/2020,4,7,Penobscot,Maine,31,0
4/8/2020,4,8,Penobscot,Maine,31,0
4/9/2020,4,9,Penobscot,Maine,31,0
4/10/2020,4,10,Penobscot,Maine,33,0
4/11/2020,4,11,Penobscot,Maine,34,0
4/12/2020,4,12,Penobscot,Maine,34,0
4/13/2020,4,13,Penobscot,Maine,34,0
4/14/2020,4,14,Penobscot,Maine,34,0
4/15/2020,4,15,Penobscot,Maine,36,0
4/16/2020,4,16,Penobscot,Maine,37,0
4/17/2020,4,17,Penobscot,Maine,40,0
4/18/2020,4,18,Penobscot,Maine,41,0
4/19/2020,4,19,Penobscot,Maine,43,0
4/20/2020,4,20,Penobscot,Maine,44,0
4/21/2020,4,21,Penobscot,Maine,46,0
4/22/2020,4,22,Penobscot,Maine,47,0
4/23/2020,4,23,Penobscot,Maine,49,0
4/24/2020,4,24,Penobscot,Maine,50,0
3/16/2020,3,16,Peoria,Illinois,1,0
3/17/2020,3,17,Peoria,Illinois,1,0
3/18/2020,3,18,Peoria,Illinois,3,0
3/19/2020,3,19,Peoria,Illinois,3,0
3/20/2020,3,20,Peoria,Illinois,3,0
3/21/2020,3,21,Peoria,Illinois,3,0
3/22/2020,3,22,Peoria,Illinois,3,0
3/23/2020,3,23,Peoria,Illinois,3,0
3/24/2020,3,24,Peoria,Illinois,3,0
3/25/2020,3,25,Peoria,Illinois,4,0
3/26/2020,3,26,Peoria,Illinois,5,0
3/27/2020,3,27,Peoria,Illinois,6,0
3/28/2020,3,28,Peoria,Illinois,7,0
3/29/2020,3,29,Peoria,Illinois,8,0
3/30/2020,3,30,Peoria,Illinois,8,0
3/31/2020,3,31,Peoria,Illinois,8,0
4/1/2020,4,1,Peoria,Illinois,10,0
4/2/2020,4,2,Peoria,Illinois,11,0
4/3/2020,4,3,Peoria,Illinois,11,0
4/4/2020,4,4,Peoria,Illinois,11,0
4/5/2020,4,5,Peoria,Illinois,14,2
4/6/2020,4,6,Peoria,Illinois,12,1
4/7/2020,4,7,Peoria,Illinois,13,1
4/8/2020,4,8,Peoria,Illinois,16,1
4/9/2020,4,9,Peoria,Illinois,16,1
4/10/2020,4,10,Peoria,Illinois,20,1
4/11/2020,4,11,Peoria,Illinois,23,1
4/12/2020,4,12,Peoria,Illinois,27,1
4/13/2020,4,13,Peoria,Illinois,30,1
4/14/2020,4,14,Peoria,Illinois,31,1
4/15/2020,4,15,Peoria,Illinois,33,1
4/16/2020,4,16,Peoria,Illinois,34,1
4/17/2020,4,17,Peoria,Illinois,34,1
4/18/2020,4,18,Peoria,Illinois,37,2
4/19/2020,4,19,Peoria,Illinois,39,2
4/20/2020,4,20,Peoria,Illinois,43,2
4/21/2020,4,21,Peoria,Illinois,44,2
4/22/2020,4,22,Peoria,Illinois,46,2
4/23/2020,4,23,Peoria,Illinois,54,2
4/24/2020,4,24,Peoria,Illinois,56,2
3/28/2020,3,28,Perquimans,North Carolina,1,0
3/29/2020,3,29,Perquimans,North Carolina,1,0
3/30/2020,3,30,Perquimans,North Carolina,1,0
3/31/2020,3,31,Perquimans,North Carolina,1,0
4/1/2020,4,1,Perquimans,North Carolina,1,0
4/2/2020,4,2,Perquimans,North Carolina,1,0
4/3/2020,4,3,Perquimans,North Carolina,1,0
4/4/2020,4,4,Perquimans,North Carolina,1,0
4/5/2020,4,5,Perquimans,North Carolina,2,0
4/6/2020,4,6,Perquimans,North Carolina,2,0
4/7/2020,4,7,Perquimans,North Carolina,2,0
4/8/2020,4,8,Perquimans,North Carolina,2,0
4/9/2020,4,9,Perquimans,North Carolina,2,0
4/10/2020,4,10,Perquimans,North Carolina,3,0
4/11/2020,4,11,Perquimans,North Carolina,4,0
4/12/2020,4,12,Perquimans,North Carolina,4,0
4/13/2020,4,13,Perquimans,North Carolina,4,0
4/14/2020,4,14,Perquimans,North Carolina,8,0
4/15/2020,4,15,Perquimans,North Carolina,8,0
4/16/2020,4,16,Perquimans,North Carolina,8,0
4/17/2020,4,17,Perquimans,North Carolina,8,0
4/18/2020,4,18,Perquimans,North Carolina,8,0
4/19/2020,4,19,Perquimans,North Carolina,8,0
4/20/2020,4,20,Perquimans,North Carolina,8,0
4/21/2020,4,21,Perquimans,North Carolina,8,0
4/22/2020,4,22,Perquimans,North Carolina,8,0
4/23/2020,4,23,Perquimans,North Carolina,8,0
4/24/2020,4,24,Perquimans,North Carolina,10,0
4/4/2020,4,4,Perry,Alabama,1,0
4/5/2020,4,5,Perry,Alabama,1,0
4/6/2020,4,6,Perry,Alabama,1,0
4/9/2020,4,9,Perry,Alabama,2,0
4/10/2020,4,10,Perry,Alabama,3,0
4/11/2020,4,11,Perry,Alabama,4,0
4/12/2020,4,12,Perry,Alabama,6,0
4/13/2020,4,13,Perry,Alabama,6,0
4/14/2020,4,14,Perry,Alabama,7,0
4/15/2020,4,15,Perry,Alabama,7,0
4/16/2020,4,16,Perry,Alabama,8,0
4/17/2020,4,17,Perry,Alabama,9,0
4/18/2020,4,18,Perry,Alabama,9,0
4/19/2020,4,19,Perry,Alabama,9,0
4/20/2020,4,20,Perry,Alabama,9,0
4/21/2020,4,21,Perry,Alabama,9,0
4/22/2020,4,22,Perry,Alabama,9,0
4/23/2020,4,23,Perry,Alabama,9,0
4/24/2020,4,24,Perry,Alabama,9,0
3/29/2020,3,29,Perry,Arkansas,1,0
3/30/2020,3,30,Perry,Arkansas,1,0
3/31/2020,3,31,Perry,Arkansas,2,0
4/1/2020,4,1,Perry,Arkansas,2,0
4/2/2020,4,2,Perry,Arkansas,2,0
4/3/2020,4,3,Perry,Arkansas,2,0
4/4/2020,4,4,Perry,Arkansas,2,0
4/5/2020,4,5,Perry,Arkansas,2,0
4/6/2020,4,6,Perry,Arkansas,2,0
4/7/2020,4,7,Perry,Arkansas,2,0
4/8/2020,4,8,Perry,Arkansas,2,0
4/9/2020,4,9,Perry,Arkansas,2,0
4/10/2020,4,10,Perry,Arkansas,2,0
4/11/2020,4,11,Perry,Arkansas,2,0
4/12/2020,4,12,Perry,Arkansas,2,0
4/13/2020,4,13,Perry,Arkansas,2,0
4/14/2020,4,14,Perry,Arkansas,2,0
4/15/2020,4,15,Perry,Arkansas,2,0
4/16/2020,4,16,Perry,Arkansas,2,0
4/17/2020,4,17,Perry,Arkansas,3,0
4/18/2020,4,18,Perry,Arkansas,3,0
4/19/2020,4,19,Perry,Arkansas,3,0
4/20/2020,4,20,Perry,Arkansas,3,0
4/21/2020,4,21,Perry,Arkansas,3,0
4/22/2020,4,22,Perry,Arkansas,3,0
4/23/2020,4,23,Perry,Arkansas,3,0
4/24/2020,4,24,Perry,Arkansas,6,0
4/11/2020,4,11,Perry,Illinois,1,0
4/12/2020,4,12,Perry,Illinois,1,0
4/13/2020,4,13,Perry,Illinois,1,0
4/14/2020,4,14,Perry,Illinois,1,0
4/15/2020,4,15,Perry,Illinois,1,0
4/16/2020,4,16,Perry,Illinois,1,0
4/17/2020,4,17,Perry,Illinois,1,0
4/18/2020,4,18,Perry,Illinois,1,0
4/19/2020,4,19,Perry,Illinois,1,0
4/20/2020,4,20,Perry,Illinois,1,0
4/21/2020,4,21,Perry,Illinois,1,0
4/22/2020,4,22,Perry,Illinois,2,0
4/23/2020,4,23,Perry,Illinois,3,0
4/24/2020,4,24,Perry,Illinois,3,0
4/10/2020,4,10,Perry,Indiana,3,0
4/11/2020,4,11,Perry,Indiana,3,0
4/12/2020,4,12,Perry,Indiana,3,0
4/13/2020,4,13,Perry,Indiana,3,0
4/14/2020,4,14,Perry,Indiana,3,0
4/15/2020,4,15,Perry,Indiana,4,0
4/16/2020,4,16,Perry,Indiana,4,0
4/17/2020,4,17,Perry,Indiana,4,0
4/18/2020,4,18,Perry,Indiana,5,0
4/19/2020,4,19,Perry,Indiana,5,0
4/20/2020,4,20,Perry,Indiana,6,0
4/21/2020,4,21,Perry,Indiana,6,0
4/22/2020,4,22,Perry,Indiana,6,0
4/23/2020,4,23,Perry,Indiana,6,0
4/24/2020,4,24,Perry,Indiana,6,0
4/4/2020,4,4,Perry,Kentucky,2,0
4/5/2020,4,5,Perry,Kentucky,3,0
4/6/2020,4,6,Perry,Kentucky,3,0
4/7/2020,4,7,Perry,Kentucky,3,0
4/8/2020,4,8,Perry,Kentucky,3,0
4/9/2020,4,9,Perry,Kentucky,3,0
4/10/2020,4,10,Perry,Kentucky,3,0
4/11/2020,4,11,Perry,Kentucky,3,0
4/12/2020,4,12,Perry,Kentucky,3,0
4/13/2020,4,13,Perry,Kentucky,4,0
4/14/2020,4,14,Perry,Kentucky,4,0
4/15/2020,4,15,Perry,Kentucky,4,0
4/16/2020,4,16,Perry,Kentucky,4,0
4/17/2020,4,17,Perry,Kentucky,4,0
4/18/2020,4,18,Perry,Kentucky,4,0
4/19/2020,4,19,Perry,Kentucky,4,0
4/20/2020,4,20,Perry,Kentucky,4,0
4/21/2020,4,21,Perry,Kentucky,5,0
4/22/2020,4,22,Perry,Kentucky,5,0
4/23/2020,4,23,Perry,Kentucky,5,0
4/24/2020,4,24,Perry,Kentucky,5,0
3/18/2020,3,18,Perry,Mississippi,1,0
3/19/2020,3,19,Perry,Mississippi,1,0
3/20/2020,3,20,Perry,Mississippi,1,0
3/21/2020,3,21,Perry,Mississippi,1,0
3/22/2020,3,22,Perry,Mississippi,1,0
3/23/2020,3,23,Perry,Mississippi,1,0
3/24/2020,3,24,Perry,Mississippi,1,0
3/25/2020,3,25,Perry,Mississippi,1,0
3/26/2020,3,26,Perry,Mississippi,1,0
3/27/2020,3,27,Perry,Mississippi,2,0
3/28/2020,3,28,Perry,Mississippi,2,1
3/29/2020,3,29,Perry,Mississippi,2,1
3/30/2020,3,30,Perry,Mississippi,3,1
3/31/2020,3,31,Perry,Mississippi,3,1
4/1/2020,4,1,Perry,Mississippi,5,1
4/2/2020,4,2,Perry,Mississippi,6,1
4/3/2020,4,3,Perry,Mississippi,11,1
4/4/2020,4,4,Perry,Mississippi,13,1
4/5/2020,4,5,Perry,Mississippi,14,1
4/6/2020,4,6,Perry,Mississippi,14,1
4/7/2020,4,7,Perry,Mississippi,14,1
4/8/2020,4,8,Perry,Mississippi,14,1
4/9/2020,4,9,Perry,Mississippi,14,1
4/10/2020,4,10,Perry,Mississippi,15,1
4/11/2020,4,11,Perry,Mississippi,16,1
4/12/2020,4,12,Perry,Mississippi,18,1
4/13/2020,4,13,Perry,Mississippi,19,1
4/14/2020,4,14,Perry,Mississippi,20,1
4/15/2020,4,15,Perry,Mississippi,20,1
4/16/2020,4,16,Perry,Mississippi,20,1
4/17/2020,4,17,Perry,Mississippi,21,1
4/18/2020,4,18,Perry,Mississippi,22,1
4/19/2020,4,19,Perry,Mississippi,22,1
4/20/2020,4,20,Perry,Mississippi,22,1
4/21/2020,4,21,Perry,Mississippi,22,1
4/22/2020,4,22,Perry,Mississippi,22,1
4/23/2020,4,23,Perry,Mississippi,23,1
4/24/2020,4,24,Perry,Mississippi,23,1
3/23/2020,3,23,Perry,Missouri,1,0
3/24/2020,3,24,Perry,Missouri,2,0
3/25/2020,3,25,Perry,Missouri,2,0
3/26/2020,3,26,Perry,Missouri,4,0
3/27/2020,3,27,Perry,Missouri,6,0
3/28/2020,3,28,Perry,Missouri,7,0
3/29/2020,3,29,Perry,Missouri,7,0
3/30/2020,3,30,Perry,Missouri,12,0
3/31/2020,3,31,Perry,Missouri,14,0
4/1/2020,4,1,Perry,Missouri,18,0
4/2/2020,4,2,Perry,Missouri,19,0
4/3/2020,4,3,Perry,Missouri,21,0
4/4/2020,4,4,Perry,Missouri,22,0
4/5/2020,4,5,Perry,Missouri,25,0
4/6/2020,4,6,Perry,Missouri,28,0
4/7/2020,4,7,Perry,Missouri,28,0
4/8/2020,4,8,Perry,Missouri,30,0
4/9/2020,4,9,Perry,Missouri,31,0
4/10/2020,4,10,Perry,Missouri,31,0
4/11/2020,4,11,Perry,Missouri,34,0
4/12/2020,4,12,Perry,Missouri,35,0
4/13/2020,4,13,Perry,Missouri,36,0
4/14/2020,4,14,Perry,Missouri,38,0
4/15/2020,4,15,Perry,Missouri,38,0
4/16/2020,4,16,Perry,Missouri,38,0
4/17/2020,4,17,Perry,Missouri,39,0
4/18/2020,4,18,Perry,Missouri,39,0
4/19/2020,4,19,Perry,Missouri,39,0
4/20/2020,4,20,Perry,Missouri,38,0
4/21/2020,4,21,Perry,Missouri,38,0
4/22/2020,4,22,Perry,Missouri,38,0
4/23/2020,4,23,Perry,Missouri,38,0
4/24/2020,4,24,Perry,Missouri,39,0
3/31/2020,3,31,Perry,Ohio,1,0
4/1/2020,4,1,Perry,Ohio,2,0
4/2/2020,4,2,Perry,Ohio,2,0
4/3/2020,4,3,Perry,Ohio,2,0
4/4/2020,4,4,Perry,Ohio,3,0
4/5/2020,4,5,Perry,Ohio,3,0
4/6/2020,4,6,Perry,Ohio,4,0
4/7/2020,4,7,Perry,Ohio,4,0
4/8/2020,4,8,Perry,Ohio,6,0
4/9/2020,4,9,Perry,Ohio,6,0
4/10/2020,4,10,Perry,Ohio,7,0
4/11/2020,4,11,Perry,Ohio,8,0
4/12/2020,4,12,Perry,Ohio,8,0
4/13/2020,4,13,Perry,Ohio,8,0
4/14/2020,4,14,Perry,Ohio,8,0
4/15/2020,4,15,Perry,Ohio,8,0
4/16/2020,4,16,Perry,Ohio,8,0
4/17/2020,4,17,Perry,Ohio,8,0
4/18/2020,4,18,Perry,Ohio,9,0
4/19/2020,4,19,Perry,Ohio,9,0
4/20/2020,4,20,Perry,Ohio,9,0
4/21/2020,4,21,Perry,Ohio,10,0
4/22/2020,4,22,Perry,Ohio,11,0
4/23/2020,4,23,Perry,Ohio,11,0
4/24/2020,4,24,Perry,Ohio,12,0
3/28/2020,3,28,Perry,Pennsylvania,1,0
3/29/2020,3,29,Perry,Pennsylvania,1,0
3/30/2020,3,30,Perry,Pennsylvania,1,0
3/31/2020,3,31,Perry,Pennsylvania,1,0
4/1/2020,4,1,Perry,Pennsylvania,1,0
4/2/2020,4,2,Perry,Pennsylvania,3,0
4/3/2020,4,3,Perry,Pennsylvania,4,1
4/4/2020,4,4,Perry,Pennsylvania,5,1
4/5/2020,4,5,Perry,Pennsylvania,5,1
4/6/2020,4,6,Perry,Pennsylvania,5,1
4/7/2020,4,7,Perry,Pennsylvania,9,1
4/8/2020,4,8,Perry,Pennsylvania,13,1
4/9/2020,4,9,Perry,Pennsylvania,15,1
4/10/2020,4,10,Perry,Pennsylvania,16,1
4/11/2020,4,11,Perry,Pennsylvania,16,1
4/12/2020,4,12,Perry,Pennsylvania,16,1
4/13/2020,4,13,Perry,Pennsylvania,17,1
4/14/2020,4,14,Perry,Pennsylvania,17,1
4/15/2020,4,15,Perry,Pennsylvania,17,1
4/16/2020,4,16,Perry,Pennsylvania,17,1
4/17/2020,4,17,Perry,Pennsylvania,18,1
4/18/2020,4,18,Perry,Pennsylvania,20,1
4/19/2020,4,19,Perry,Pennsylvania,20,1
4/20/2020,4,20,Perry,Pennsylvania,20,1
4/21/2020,4,21,Perry,Pennsylvania,20,1
4/22/2020,4,22,Perry,Pennsylvania,23,1
4/23/2020,4,23,Perry,Pennsylvania,23,1
4/24/2020,4,24,Perry,Pennsylvania,25,1
